HomerID,StatArea
18GBT02S,24117
18GPG03S,24130
18GPG06S,24130
18GPG11S,24130
18PSD03S,24190
18PSD06S,24190
20PSD041S,24191
19GSD086P,24117
19GSD086P,24118
19GSD086P,24106
21GMX066S,24117
21GMX066S,24106
21GMX067P,24117
21GMX067P,24106
20GBT063S,24118
20GBT063S,24106
