HOMER_ID,Year,Stat Week,Species,Stat Area,Gear Name,Harvest Name,TotalFish,TotalWeight
22GMX011S,2022,26,Sockeye,24117,SGN,CCP,1452,7661
22GMX011S,2022,26,Sockeye,24118,SGN,CCP,712,3681
22GMX014S,2022,27,Sockeye,24106,SGN,CCP,1812,9743
22GMX014S,2022,27,Sockeye,24117,SGN,CCP,1932,10016
22GMX014S,2022,27,Sockeye,24118,SGN,CCP,880,4959
22GMX020S,2022,27,Sockeye,24106,SGN,CCP,1812,9743
22GMX020S,2022,27,Sockeye,24117,SGN,CCP,1932,10016
22GMX020S,2022,27,Sockeye,24118,SGN,CCP,880,4959
22GMX022S,2022,28,Sockeye,24106,SGN,CCP,1238,6430
22GMX022S,2022,28,Sockeye,24117,SGN,CCP,1296,6225
22GMX022S,2022,28,Sockeye,24118,SGN,CCP,267,1231
22GMX025S,2022,28,Sockeye,24106,SGN,CCP,1238,6430
22GMX025S,2022,28,Sockeye,24117,SGN,CCP,1296,6225
22GMX025S,2022,28,Sockeye,24118,SGN,CCP,267,1231
22GMX028S,2022,29,Sockeye,24106,SGN,CCP,741,3896
22GMX028S,2022,29,Sockeye,24117,SGN,CCP,1318,6680
22GMX028S,2022,29,Sockeye,24118,SGN,CCP,87,380
22GMX029P,2022,29,Pink,24106,SGN,CCP,131,490
22GMX029P,2022,29,Pink,24117,SGN,CCP,507,2030
22GMX029P,2022,29,Pink,24118,SGN,CCP,35,104
22GMX035P,2022,30,Pink,24106,SGN,CCP,1054,3838
22GMX035P,2022,30,Pink,24117,SGN,CCP,725,2650
22GMX035P,2022,30,Pink,24118,SGN,CCP,505,1574
22GMX036S,2022,30,Sockeye,24106,SGN,CCP,2170,11982
22GMX036S,2022,30,Sockeye,24117,SGN,CCP,657,3627
22GMX036S,2022,30,Sockeye,24118,SGN,CCP,1215,6732
22GMX041P,2022,30,Pink,24106,SGN,CCP,1054,3838
22GMX041P,2022,30,Pink,24117,SGN,CCP,725,2650
22GMX041P,2022,30,Pink,24118,SGN,CCP,505,1574
22GMX042S,2022,30,Sockeye,24106,SGN,CCP,2170,11982
22GMX042S,2022,30,Sockeye,24117,SGN,CCP,657,3627
22GMX042S,2022,30,Sockeye,24118,SGN,CCP,1215,6732
22GMX044P,2022,31,Pink,24106,SGN,CCP,1586,6016
22GMX044P,2022,31,Pink,24117,SGN,CCP,1418,5486
22GMX044P,2022,31,Pink,24118,SGN,CCP,1063,3894
22GMX045S,2022,31,Sockeye,24106,SGN,CCP,1164,6496
22GMX045S,2022,31,Sockeye,24117,SGN,CCP,301,1589
22GMX045S,2022,31,Sockeye,24118,SGN,CCP,450,2517
22GMX049P,2022,31,Pink,24106,SGN,CCP,1586,6016
22GMX049P,2022,31,Pink,24117,SGN,CCP,1418,5486
22GMX049P,2022,31,Pink,24118,SGN,CCP,1063,3894
22GMX050S,2022,31,Sockeye,24106,SGN,CCP,1164,6496
22GMX050S,2022,31,Sockeye,24117,SGN,CCP,301,1589
22GMX050S,2022,31,Sockeye,24118,SGN,CCP,450,2517
22PSD007S,2022,26,Sockeye,24192,PS,CCP,2856,13626
22PSD008S,2022,26,Sockeye,24191,PS,CCP,495,2563
22PSD009S,,,,,,,,
22PSD010S,2022,26,Sockeye,24191,PS,CCP,495,2563
22PSD012S,2022,27,Sockeye,24192,PS,CCP,18959,89278
22PSD013S,2022,27,Sockeye,24190,PS,CCP,3270,14973
22PSD015S,2022,27,Sockeye,24191,PS,CCP,1760,9108
22PSD016S,2022,27,Sockeye,24192,PS,CCP,18959,89278
22PSD017S,2022,27,Sockeye,24107,PS,HCR,3807,16756
22PSD018S,2022,27,Sockeye,24192,PS,CCP,18959,89278
22PSD019S,2022,27,Sockeye,24191,PS,CCP,1760,9108
22PSD023S,2022,28,Sockeye,24192,PS,CCP,20615,99769
22PSD024S,2022,28,Sockeye,24191,PS,CCP,6001,29570
22PSD026S,2022,29,Sockeye,24191,PS,CCP,835,3773
22PSD027S,2022,29,Sockeye,24192,PS,CCP,8231,34811
22PSD030S,2022,29,Sockeye,24193,PS,CCP,5004,21248
22PSD031S,2022,29,Sockeye,24191,PS,CCP,835,3773
22PSD033S,2022,30,Sockeye,24192,PS,CCP,1279,4957
22PSD034S,2022,30,Sockeye,24115,PS,CCP,1673,6407
22PSD037P,2022,30,Pink,24107,PS,HCR,13341,36723
22PSD038S,2022,30,Sockeye,24107,PS,HCR,20587,95719
22PSD039S,,,,,,,,
22PSD040P,,,,,,,,
22PSD046P,2022,31,Pink,24106,PS,CCP,3078,9752
22PSD047S,2022,31,Sockeye,24191,PS,CCP,168,691
22PSD048P,2022,31,Pink,24191,PS,CCP,392,1325
