ID,DOL Year,Stat Week,DOL Month,Date of Landing,District,Subdistrict,Stat Area,Stat Area Name,Gear Name,Harvest Name,Species Name,Number Of Animals (sum),Landed Weight (sum),Business Name
1713,2019,28,7,7/9/2019,231,30,23130,Resurrection Bay North,Weir,Private Hatchery - Fishing,"salmon, sockeye",633,2663,Obi Seafoods-Naknek
1714,2019,28,7,7/9/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, chum",44,308,Alaskan Fish Factory LTD
1715,2019,28,7,7/9/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, pink",247,841,Alaskan Fish Factory LTD
1716,2019,28,7,7/9/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, sockeye",285,1599,Alaskan Fish Factory LTD
1717,2019,28,7,7/9/2019,241,15,24115,Halibut Cove,Purse seine,State managed fishery,"salmon, coho",14,89,Obi Seafoods-Naknek
1718,2019,28,7,7/9/2019,241,15,24115,Halibut Cove,Purse seine,State managed fishery,"salmon, pink",38,116,Obi Seafoods-Naknek
1719,2019,28,7,7/9/2019,241,15,24115,Halibut Cove,Purse seine,State managed fishery,"salmon, sockeye",92,554,Obi Seafoods-Naknek
1720,2019,28,7,7/9/2019,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, sockeye",8,49,Elaine L Chalup
1721,2019,28,7,7/9/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, chum",75,498,Alaskan Fish Factory LTD
1722,2019,28,7,7/9/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, sockeye",383,1942,Alaskan Fish Factory LTD
1723,2019,28,7,7/9/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, chum",10,69,Alaskan Fish Factory LTD
1724,2019,28,7,7/9/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, sockeye",22,111,Alaskan Fish Factory LTD
1725,2019,28,7,7/9/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, coho",17,97,Obi Seafoods-Naknek
1726,2019,28,7,7/9/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, pink",249,751,Obi Seafoods-Naknek
1727,2019,28,7,7/9/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, sockeye",685,3363,Obi Seafoods-Naknek
1728,2019,28,7,7/9/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, chum",6,55,Obi Seafoods-Naknek
1729,2019,28,7,7/9/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, coho",52,315,Obi Seafoods-Naknek
1730,2019,28,7,7/9/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, pink",226,690,Obi Seafoods-Naknek
1731,2019,28,7,7/9/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, sockeye",212,1043,Obi Seafoods-Naknek
1732,2019,28,7,7/9/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, chinook",1,11,Obi Seafoods-Naknek
1733,2019,28,7,7/9/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, coho",11,46,Obi Seafoods-Naknek
1734,2019,28,7,7/9/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, pink",133,349,Obi Seafoods-Naknek
1735,2019,28,7,7/9/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, sockeye",414,2031,Obi Seafoods-Naknek
1736,2019,28,7,7/10/2019,231,30,23130,Resurrection Bay North,Fish ladder/race way,"Hatchery whole fish, Donated","salmon, sockeye",37,155,Cook Inlet Aquaculture Association
1737,2019,28,7,7/10/2019,231,30,23130,Resurrection Bay North,Weir,Private Hatchery - Fishing,"salmon, sockeye",1190,5281,Obi Seafoods-Naknek
1738,2019,28,7,7/10/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, chinook",3,23,Alaskan Fish Factory LTD
1739,2019,28,7,7/10/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, chinook",2,30,Timothy L Wilkes
1740,2019,28,7,7/10/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, chum",62,428,Alaskan Fish Factory LTD
1741,2019,28,7,7/10/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, chum",2,13,Pacific Star Seafoods
1742,2019,28,7,7/10/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, coho",157,882,Alaskan Fish Factory LTD
1743,2019,28,7,7/10/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, coho",32,,Timothy L Wilkes
1744,2019,28,7,7/10/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, pink",261,921,Alaskan Fish Factory LTD
1745,2019,28,7,7/10/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, sockeye",293,1608,Alaskan Fish Factory LTD
1746,2019,28,7,7/10/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, sockeye",40,229,Pacific Star Seafoods
1747,2019,28,7,7/10/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, sockeye",30,177,Timothy L Wilkes
1748,2019,28,7,7/10/2019,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, chinook",4,40,Alaskan Fish Factory LTD
1749,2019,28,7,7/10/2019,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, chinook",1,17,Emily L Chalup
1750,2019,28,7,7/10/2019,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, chinook",1,10,Pioneer Alaskan Fisheries Inc
1751,2019,28,7,7/10/2019,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, chum",1,4,Pioneer Alaskan Fisheries Inc
1752,2019,28,7,7/10/2019,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, coho",23,135,Alaskan Fish Factory LTD
1753,2019,28,7,7/10/2019,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, coho",10,56,Pioneer Alaskan Fisheries Inc
1754,2019,28,7,7/10/2019,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, pink",2,6,Pioneer Alaskan Fisheries Inc
1755,2019,28,7,7/10/2019,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, sockeye",159,980,Alaskan Fish Factory LTD
1756,2019,28,7,7/10/2019,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, sockeye",6,38,Emily L Chalup
1757,2019,28,7,7/10/2019,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, sockeye",61,277,Pioneer Alaskan Fisheries Inc
1758,2019,28,7,7/10/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, chinook",6,48,Alaskan Fish Factory LTD
1759,2019,28,7,7/10/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, chinook",1,15,Jevon K Chartier
1760,2019,28,7,7/10/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, chum",50,317,Alaskan Fish Factory LTD
1761,2019,28,7,7/10/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, chum",12,34,Jevon K Chartier
1762,2019,28,7,7/10/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, coho",42,220,Alaskan Fish Factory LTD
1763,2019,28,7,7/10/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, coho",5,32,Jevon K Chartier
1764,2019,28,7,7/10/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, pink",151,535,Alaskan Fish Factory LTD
1765,2019,28,7,7/10/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, sockeye",332,1752,Alaskan Fish Factory LTD
1766,2019,28,7,7/10/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, sockeye",15,89,Jevon K Chartier
1767,2019,28,7,7/10/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, chinook",1,32,Pioneer Alaskan Fisheries Inc
1768,2019,28,7,7/10/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, chum",23,120,Pacific Star Seafoods
1769,2019,28,7,7/10/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, coho",4,20,Pacific Star Seafoods
1770,2019,28,7,7/10/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, coho",13,67,Pioneer Alaskan Fisheries Inc
1771,2019,28,7,7/10/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, pink",30,134,Pacific Star Seafoods
1772,2019,28,7,7/10/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, sockeye",84,496,Pacific Star Seafoods
1773,2019,28,7,7/10/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, sockeye",29,159,Pioneer Alaskan Fisheries Inc
1774,2019,28,7,7/10/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, chinook",3,39,Copper River Seafoods Inc
1775,2019,28,7,7/10/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, chum",1,5,Copper River Seafoods Inc
1776,2019,28,7,7/10/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, chum",33,328,Obi Seafoods-Naknek
1777,2019,28,7,7/10/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, coho",9,61,Copper River Seafoods Inc
1778,2019,28,7,7/10/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, coho",92,555,Obi Seafoods-Naknek
1779,2019,28,7,7/10/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, pink",33,131,Copper River Seafoods Inc
1780,2019,28,7,7/10/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, pink",485,1463,Obi Seafoods-Naknek
1781,2019,28,7,7/10/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, sockeye",97,397,Copper River Seafoods Inc
1782,2019,28,7,7/10/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, sockeye",469,2259,Obi Seafoods-Naknek
1783,2019,28,7,7/10/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, chum",2,13,Obi Seafoods-Naknek
1784,2019,28,7,7/10/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, coho",56,325,Obi Seafoods-Naknek
1785,2019,28,7,7/10/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, pink",474,1423,Obi Seafoods-Naknek
1786,2019,28,7,7/10/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, sockeye",208,919,Obi Seafoods-Naknek
1787,2019,28,7,7/10/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"chinook, sm.",2,12,Obi Seafoods-Naknek
1788,2019,28,7,7/10/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, chinook",1,13,Obi Seafoods-Naknek
1789,2019,28,7,7/10/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, chum",2,12,Copper River Seafoods Inc
1790,2019,28,7,7/10/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, chum",3,25,Obi Seafoods-Naknek
1791,2019,28,7,7/10/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, coho",7,49,Copper River Seafoods Inc
1792,2019,28,7,7/10/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, coho",61,346,Obi Seafoods-Naknek
1793,2019,28,7,7/10/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, pink",52,202,Copper River Seafoods Inc
1794,2019,28,7,7/10/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, pink",684,2061,Obi Seafoods-Naknek
1795,2019,28,7,7/10/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, sockeye",381,1409,Copper River Seafoods Inc
1796,2019,28,7,7/10/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, sockeye",1913,8495,Obi Seafoods-Naknek
1797,2019,28,7,7/11/2019,231,30,23130,Resurrection Bay North,Weir,Private Hatchery - Fishing,"salmon, sockeye",1176,4999,Obi Seafoods-Naknek
1798,2019,28,7,7/11/2019,241,6,24106,Tutka Bay,Purse seine,State managed fishery,"salmon, chum",2,14,Obi Seafoods-Naknek
1799,2019,28,7,7/11/2019,241,6,24106,Tutka Bay,Purse seine,State managed fishery,"salmon, coho",2,12,Obi Seafoods-Naknek
1800,2019,28,7,7/11/2019,241,6,24106,Tutka Bay,Purse seine,State managed fishery,"salmon, pink",1011,3051,Obi Seafoods-Naknek
1801,2019,28,7,7/11/2019,241,6,24106,Tutka Bay,Purse seine,State managed fishery,"salmon, sockeye",141,637,Obi Seafoods-Naknek
1802,2019,28,7,7/11/2019,241,15,24115,Halibut Cove,Purse seine,State managed fishery,"salmon, chinook",1,11,Obi Seafoods-Naknek
1803,2019,28,7,7/11/2019,241,15,24115,Halibut Cove,Purse seine,State managed fishery,"salmon, coho",16,88,Obi Seafoods-Naknek
1804,2019,28,7,7/11/2019,241,15,24115,Halibut Cove,Purse seine,State managed fishery,"salmon, pink",177,531,Obi Seafoods-Naknek
1805,2019,28,7,7/11/2019,241,15,24115,Halibut Cove,Purse seine,State managed fishery,"salmon, sockeye",171,773,Obi Seafoods-Naknek
1806,2019,28,7,7/11/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, coho",27,148,Obi Seafoods-Naknek
1807,2019,28,7,7/11/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, pink",84,254,Obi Seafoods-Naknek
1808,2019,28,7,7/11/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, sockeye",158,731,Obi Seafoods-Naknek
1809,2019,28,7,7/11/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, chinook",3,71,Pioneer Alaskan Fisheries Inc
1810,2019,28,7,7/11/2019,241,92,24192,China Poot SHA,Purse seine,State managed fishery,"salmon, pink",13,41,Obi Seafoods-Naknek
1811,2019,28,7,7/11/2019,241,92,24192,China Poot SHA,Purse seine,State managed fishery,"salmon, sockeye",2650,11133,Obi Seafoods-Naknek
1812,2019,28,7,7/11/2019,249,72,24972,Kirschner Lake SHA,Purse seine,Private Hatchery - Fishing,"salmon, chum",2,15,Obi Seafoods-Naknek
1813,2019,28,7,7/11/2019,249,72,24972,Kirschner Lake SHA,Purse seine,Private Hatchery - Fishing,"salmon, pink",591,1706,Obi Seafoods-Naknek
1814,2019,28,7,7/11/2019,249,72,24972,Kirschner Lake SHA,Purse seine,Private Hatchery - Fishing,"salmon, sockeye",3248,15180,Obi Seafoods-Naknek
1815,2019,28,7,7/12/2019,231,30,23130,Resurrection Bay North,Weir,Private Hatchery - Fishing,"salmon, sockeye",1296,5633,Obi Seafoods-Naknek
1816,2019,28,7,7/12/2019,241,6,24106,Tutka Bay,Purse seine,State managed fishery,"salmon, chum",2,12,Obi Seafoods-Naknek
1817,2019,28,7,7/12/2019,241,6,24106,Tutka Bay,Purse seine,State managed fishery,"salmon, coho",2,8,Obi Seafoods-Naknek
1818,2019,28,7,7/12/2019,241,6,24106,Tutka Bay,Purse seine,State managed fishery,"salmon, pink",60,181,Obi Seafoods-Naknek
1819,2019,28,7,7/12/2019,241,6,24106,Tutka Bay,Purse seine,State managed fishery,"salmon, sockeye",53,238,Obi Seafoods-Naknek
1820,2019,28,7,7/12/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, chinook",3,22,Alaskan Fish Factory LTD
1821,2019,28,7,7/12/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, chum",192,1356,Alaskan Fish Factory LTD
1822,2019,28,7,7/12/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, coho",289,1651,Alaskan Fish Factory LTD
1823,2019,28,7,7/12/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, pink",424,1487,Alaskan Fish Factory LTD
1824,2019,28,7,7/12/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, sockeye",663,3711,Alaskan Fish Factory LTD
1825,2019,28,7,7/12/2019,241,7,24107,Tutka Bay SHA,Purse seine,Private Hatchery - Fishing,"salmon, chum",153,961,Obi Seafoods-Naknek
1826,2019,28,7,7/12/2019,241,7,24107,Tutka Bay SHA,Purse seine,Private Hatchery - Fishing,"salmon, pink",55317,177993,Obi Seafoods-Naknek
1827,2019,28,7,7/12/2019,241,7,24107,Tutka Bay SHA,Purse seine,Private Hatchery - Fishing,"salmon, sockeye",4843,23526,Obi Seafoods-Naknek
1828,2019,28,7,7/12/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, chum",215,1284,Alaskan Fish Factory LTD
1829,2019,28,7,7/12/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, coho",75,416,Alaskan Fish Factory LTD
1830,2019,28,7,7/12/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, sockeye",754,4057,Alaskan Fish Factory LTD
1831,2019,28,7,7/12/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, chinook",2,20,Obi Seafoods-Naknek
1832,2019,28,7,7/12/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, chum",2,15,Copper River Seafoods Inc
1833,2019,28,7,7/12/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, coho",14,72,Copper River Seafoods Inc
1834,2019,28,7,7/12/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, coho",51,281,Obi Seafoods-Naknek
1835,2019,28,7,7/12/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, pink",72,246,Copper River Seafoods Inc
1836,2019,28,7,7/12/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, pink",216,652,Obi Seafoods-Naknek
1837,2019,28,7,7/12/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, sockeye",110,537,Copper River Seafoods Inc
1838,2019,28,7,7/12/2019,241,90,24190,China Poot Section,Purse seine,State managed fishery,"salmon, sockeye",399,1805,Obi Seafoods-Naknek
1839,2019,28,7,7/12/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, chinook",3,25,Obi Seafoods-Naknek
1840,2019,28,7,7/12/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, chum",31,250,Obi Seafoods-Naknek
1841,2019,28,7,7/12/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, chum",1,6,Pacific Star Seafoods
1842,2019,28,7,7/12/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, coho",365,1726,Obi Seafoods-Naknek
1843,2019,28,7,7/12/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, coho",99,446,Pacific Star Seafoods
1844,2019,28,7,7/12/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, pink",1582,4759,Obi Seafoods-Naknek
1845,2019,28,7,7/12/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, pink",459,1194,Pacific Star Seafoods
1846,2019,28,7,7/12/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, sockeye",1223,5858,Obi Seafoods-Naknek
1847,2019,28,7,7/12/2019,241,91,24191,Neptune Bay Section,Purse seine,State managed fishery,"salmon, sockeye",815,3861,Pacific Star Seafoods
1848,2019,28,7,7/12/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, chum",3,29,Obi Seafoods-Naknek
1849,2019,28,7,7/12/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, coho",2,10,Copper River Seafoods Inc
1850,2019,28,7,7/12/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, coho",27,147,Obi Seafoods-Naknek
1851,2019,28,7,7/12/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, pink",15,51,Copper River Seafoods Inc
1852,2019,28,7,7/12/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, pink",214,645,Obi Seafoods-Naknek
1853,2019,28,7,7/12/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, sockeye",110,548,Copper River Seafoods Inc
1854,2019,28,7,7/12/2019,241,93,24193,Hazel Lake SHA,Purse seine,State managed fishery,"salmon, sockeye",179,815,Obi Seafoods-Naknek
1855,2019,28,7,7/13/2019,231,30,23130,Resurrection Bay North,Fish ladder/race way,"Hatchery whole fish, Donated","salmon, sockeye",9,38,Cook Inlet Aquaculture Association
1856,2019,28,7,7/13/2019,231,30,23130,Resurrection Bay North,Weir,Private Hatchery - Fishing,"salmon, sockeye",1150,5087,Obi Seafoods-Naknek
1857,2019,28,7,7/13/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, chum",13,99,Alaskan Fish Factory LTD
1858,2019,28,7,7/13/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, chum",32,203,Pacific Star Seafoods
1859,2019,28,7,7/13/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, coho",15,90,Alaskan Fish Factory LTD
1860,2019,28,7,7/13/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, coho",56,334,Pacific Star Seafoods
1861,2019,28,7,7/13/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, coho",155,692,Timothy L Wilkes
1862,2019,28,7,7/13/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, pink",23,89,Alaskan Fish Factory LTD
1863,2019,28,7,7/13/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, sockeye",31,167,Alaskan Fish Factory LTD
1864,2019,28,7,7/13/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, sockeye",98,544,Pacific Star Seafoods
1865,2019,28,7,7/13/2019,241,6,24106,Tutka Bay,Set gillnet,State managed fishery,"salmon, sockeye",18,107,Timothy L Wilkes
1866,2019,28,7,7/13/2019,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, chinook",1,11,Alaskan Fish Factory LTD
1867,2019,28,7,7/13/2019,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, coho",48,287,Alaskan Fish Factory LTD
1868,2019,28,7,7/13/2019,241,15,24115,Halibut Cove,Set gillnet,State managed fishery,"salmon, sockeye",71,390,Alaskan Fish Factory LTD
1869,2019,28,7,7/13/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, chinook",5,38,Alaskan Fish Factory LTD
1870,2019,28,7,7/13/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, chinook",2,24,Jevon K Chartier
1871,2019,28,7,7/13/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, chum",62,423,Alaskan Fish Factory LTD
1872,2019,28,7,7/13/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, coho",17,101,Alaskan Fish Factory LTD
1873,2019,28,7,7/13/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, coho",2,,Jevon K Chartier
1874,2019,28,7,7/13/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, pink",270,1049,Alaskan Fish Factory LTD
1875,2019,28,7,7/13/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, sockeye",208,1093,Alaskan Fish Factory LTD
1876,2019,28,7,7/13/2019,241,17,24117,Seldovia Bay,Set gillnet,State managed fishery,"salmon, sockeye",21,137,Jevon K Chartier
1877,2019,28,7,7/13/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, chum",13,91,Alaskan Fish Factory LTD
1878,2019,28,7,7/13/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, chum",19,125,Pacific Star Seafoods
1879,2019,28,7,7/13/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, chum",19,104,Pioneer Alaskan Fisheries Inc
1880,2019,28,7,7/13/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, coho",21,110,Alaskan Fish Factory LTD
1881,2019,28,7,7/13/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, coho",7,38,Pacific Star Seafoods
1882,2019,28,7,7/13/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, coho",10,57,Pioneer Alaskan Fisheries Inc
1883,2019,28,7,7/13/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, pink",26,91,Alaskan Fish Factory LTD
1884,2019,28,7,7/13/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, pink",23,114,Pacific Star Seafoods
1885,2019,28,7,7/13/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, sockeye",29,170,Alaskan Fish Factory LTD
1886,2019,28,7,7/13/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, sockeye",105,649,Pacific Star Seafoods
1887,2019,28,7,7/13/2019,241,18,24118,Barabara Ck.,Set gillnet,State managed fishery,"salmon, sockeye",44,264,Pioneer Alaskan Fisheries Inc
1888,2019,28,7,7/13/2019,241,92,24192,China Poot SHA,Purse seine,Private Hatchery - Fishing,"salmon, chum",3,17,Obi Seafoods-Naknek
1889,2019,28,7,7/13/2019,241,92,24192,China Poot SHA,Purse seine,Private Hatchery - Fishing,"salmon, coho",2,8,Obi Seafoods-Naknek
1890,2019,28,7,7/13/2019,241,92,24192,China Poot SHA,Purse seine,Private Hatchery - Fishing,"salmon, pink",17,52,Obi Seafoods-Naknek
1891,2019,28,7,7/13/2019,241,92,24192,China Poot SHA,Purse seine,Private Hatchery - Fishing,"salmon, sockeye",1220,5493,Obi Seafoods-Naknek
1892,2019,29,7,7/14/2019,231,30,23130,Resurrection Bay North,Weir,Private Hatchery - Fishing,"salmon, sockeye",383,1549,Obi Seafoods-Naknek
1893,2019,29,7,7/14/2019,241,7,24107,Tutka Bay SHA,Purse seine,Private Hatchery - Fishing,"salmon, chum",3,20,Obi Seafoods-Naknek
1894,2019,29,7,7/14/2019,241,7,24107,Tutka Bay SHA,Purse seine,Private Hatchery - Fishing,"salmon, coho",1,9,Obi Seafoods-Naknek
1895,2019,29,7,7/14/2019,241,7,24107,Tutka Bay SHA,Purse seine,Private Hatchery - Fishing,"salmon, pink",33522,94248,Obi Seafoods-Naknek
1896,2019,29,7,7/14/2019,241,7,24107,Tutka Bay SHA,Purse seine,Private Hatchery - Fishing,"salmon, sockeye",2141,10087,Obi Seafoods-Naknek
1897,2019,29,7,7/15/2019,231,30,23130,Resurrection Bay North,Weir,Private Hatchery - Fishing,"salmon, sockeye",623,2352,Obi Seafoods-Naknek
1898,2019,29,7,7/15/2019,232,4,23204,Windy Bay,Purse seine,State managed fishery,"salmon, chum",300,2612,Obi Seafoods-Naknek
1899,2019,29,7,7/15/2019,232,4,23204,Windy Bay,Purse seine,State managed fishery,"salmon, pink",1101,3863,Obi Seafoods-Naknek
